date,open ,high ,low ,close,adj_close,volume
2021-06-01,377.700012,383.359985,376.309998,382.440002,376.374176,3644000
2021-06-02,383.329987,384.670013,379.369995,383.440002,377.358337,2809700
2021-06-03,382.25,391.25,380.130005,388.720001,382.554565,3003900
2021-06-04,389.679993,392.049988,386.320007,391.450012,385.241302,2514100
2021-06-07,393,393.26001,387.549988,388.160004,382.003479,2188700
2021-06-08,385.790009,386.480011,382.220001,384.700012,378.598328,2452600
2021-06-09,383.160004,384.269989,378.880005,382.779999,376.708771,2025900
2021-06-10,389.640015,389.640015,372.350006,373.940002,368.009003,3900800
2021-06-11,375.700012,378.75,375.109985,378.049988,372.053802,2117300
2021-06-14,377.429993,378.75,370.700012,372.920013,367.005188,2560500
2021-06-15,373.5,374.839996,367.160004,371.299988,365.410828,2302900
2021-06-16,370.98999,374.079987,365.25,371,365.115631,3264200
2021-06-17,373.519989,373.519989,356.549988,361.5,355.766296,4146300
2021-06-18,356.519989,358.380005,348.130005,348.829987,343.297241,6290100
2021-06-21,352.890015,357.970001,351.040009,357.540009,351.869141,2717300
2021-06-22,357,359.880005,352.640015,357.529999,351.859253,1870800
2021-06-23,358.790009,362.480011,357.660004,361.049988,355.323425,1713100
2021-06-24,363,370.880005,362.779999,368.75,362.901306,2716600
2021-06-25,368.820007,371.149994,364.540009,368.769989,362.920959,2782400
2021-06-28,367.799988,368.869995,363.859985,368.709991,362.861938,1833400
2021-06-29,374.859985,378.089996,370.75,372.619995,366.7099,2365900
2021-06-30,370.899994,380.109985,370.899994,379.529999,373.510315,2238400
2021-07-01,380.700012,381.640015,374.149994,374.98999,369.042328,2571000
2021-07-02,376.309998,376.600006,372.420013,374.160004,368.225494,1598900
2021-07-06,373.230011,373.630005,365.410004,369.859985,363.993713,2162900
2021-07-07,367.5,370.089996,362.179993,367.670013,361.83847,2012800
2021-07-08,359.690002,362.890015,355.589996,358.940002,353.246887,2940500
2021-07-09,366,372.149994,364.950012,371.76001,365.863586,2641800
2021-07-12,370.309998,384,367.329987,380.5,374.464935,4135900
2021-07-13,381.059998,385.329987,372.01001,375.980011,370.016632,6466800
2021-07-14,378.75,381.769989,371.390015,374.399994,368.46167,3295700
2021-07-15,371.23999,378.75,370.570007,373.350006,367.428375,2183900
2021-07-16,374.929993,374.929993,363.829987,364.799988,359.013947,2583300
2021-07-19,354,355.190002,349,354.720001,349.093872,4394600
2021-07-20,352.269989,367.309998,351.540009,364.76001,358.974609,2937900
2021-07-21,368.040009,374.899994,367.929993,373.5,367.575989,2398800
2021-07-22,372.299988,373.690002,368.450012,372.709991,366.798492,1887100
2021-07-23,374.589996,378,371.380005,374.049988,368.117249,1706900
2021-07-26,373.179993,376.679993,373.109985,375.899994,369.937866,1559100
2021-07-27,372.5,375.140015,369.220001,374.839996,368.894684,1791800
2021-07-28,375.809998,377.440002,372.339996,374.230011,368.294403,1668900
2021-07-29,377.029999,379.51001,374.809998,377.549988,371.561707,1296600
2021-07-30,376.570007,379.950012,373.059998,374.880005,368.934082,1474900
2021-08-02,376.170013,386.929993,375.75,378.190002,372.191589,2383200
2021-08-03,380.25,381.309998,371.769989,380.359985,374.327148,1494600
2021-08-04,378.480011,382.649994,375.76001,377.859985,371.866821,1460500
2021-08-05,380.149994,384.309998,379.950012,384.299988,378.204651,1583800
2021-08-06,388.880005,398.859985,388.640015,397.890015,391.579132,3655800
2021-08-09,396.589996,404.600006,393.579987,399.880005,393.537567,3319100
2021-08-10,400.119995,410.630005,399.5,407.970001,401.499237,3152300
2021-08-11,408.799988,414.679993,407.059998,413.890015,407.325378,3000500
2021-08-12,414.380005,418.619995,410.559998,415,408.417755,2312800
2021-08-13,416,416.890015,408.179993,410.779999,404.264679,1980000
2021-08-16,408.98999,408.98999,402.149994,408.350006,401.87323,1590700
2021-08-17,403.839996,408.350006,400.200012,404.970001,398.546814,2077400
2021-08-18,402.600006,406.109985,398.589996,398.799988,392.47467,2187800
2021-08-19,394.600006,397.730011,390.910004,393.570007,387.327667,2241500
2021-08-20,391.48999,396.450012,391,395.869995,389.591156,1612100
2021-08-23,401.890015,404.100006,399,401.450012,395.082672,1857600
2021-08-24,403.589996,409.660004,402.700012,408.559998,402.079865,1958400
2021-08-25,409.899994,416.679993,408.940002,413.119995,406.567566,1845300
2021-08-26,415.880005,420.730011,411.160004,412.410004,405.868835,2076500
2021-08-27,412.779999,419.850006,412.5,419.690002,413.033356,2174500
2021-08-30,419.950012,420.76001,412.720001,413.600006,407.039948,2089400
2021-08-31,412.109985,414.859985,408.76001,413.51001,408.928802,1958100
2021-09-01,413.160004,416.109985,410.309998,413.660004,409.077148,1680400
2021-09-02,415.109985,417.579987,412.640015,414.5,409.907806,1830400
2021-09-03,414,415.119995,410.600006,411.309998,406.753174,1373600
2021-09-07,411,414.730011,409.640015,410.320007,405.774139,1557000
2021-09-08,409.220001,410.980011,404.700012,405,400.513092,1646200
2021-09-09,404.670013,408.880005,403.51001,404.579987,400.097717,2424600
2021-09-10,408,409.790009,403.160004,403.480011,399.009918,1956000
2021-09-13,407.410004,409.369995,403.799988,409.26001,404.725861,1802800
2021-09-14,410.299988,417.01001,402.779999,403.690002,399.21759,3263200
2021-09-15,398,403.609985,396.209991,401.950012,397.496857,3199800
2021-09-16,404.519989,405.980011,394.890015,396.679993,392.285248,2882900
2021-09-17,396.320007,399.160004,388.829987,391.459991,387.123077,3843700
2021-09-20,377.820007,380.859985,372.5,378.130005,373.940765,3834500
2021-09-21,380.850006,381.5,374.079987,375.839996,371.676147,2377300
2021-09-22,380.799988,389.290009,379.709991,385.470001,381.199463,2991300
2021-09-23,390.390015,393.73999,388.179993,391.859985,387.518646,2518000
2021-09-24,390.470001,392.48999,388.600006,390.850006,386.519867,1789700
2021-09-27,396.579987,401,395.179993,399.809998,395.380554,2788500
2021-09-28,400.450012,404.209991,388.390015,389.5,385.184814,2609000
2021-09-29,390.679993,392.390015,384.299988,384.890015,380.625885,1955000
2021-09-30,388,388.019989,376.619995,378.029999,373.841858,2665700
2021-10-01,379.440002,382.720001,375.850006,380,375.790039,2382300
2021-10-04,380.209991,386.869995,372.820007,374.149994,370.004852,2895600
2021-10-05,378.100006,388.220001,375.5,385.809998,381.535675,2508100
2021-10-06,382.380005,389.549988,378.660004,388.049988,383.750854,2111800
2021-10-07,392.910004,397.850006,389.76001,390.619995,386.292389,2348000
2021-10-08,390.829987,394.309998,388.179993,392.809998,388.45813,1446700
2021-10-11,392.899994,396.950012,385.019989,385.23999,380.971985,1787400
2021-10-12,386.220001,388.589996,381.019989,386.529999,382.247681,2088200
2021-10-13,388,388.380005,378.630005,386.309998,382.030121,2391600
2021-10-14,392,393.660004,382.200012,391.200012,386.865967,3380900
2021-10-15,402.309998,407.269989,396.339996,406.070007,401.571228,6451400
2021-10-18,408.01001,415.940002,407.600006,413.690002,409.106812,3832300
2021-10-19,415.179993,415.850006,409.690002,412.160004,407.593781,2568300
2021-10-20,411,414.329987,406.200012,407.890015,403.371094,2453400
2021-10-21,406.799988,412.660004,404.619995,407.589996,403.074371,2162100
2021-10-22,409.98999,415.359985,409.100006,414.320007,409.729828,2411000
2021-10-25,416.209991,419.48999,413.269989,414.75,410.15506,1824700
2021-10-26,416.369995,419.809998,413.76001,417.609985,412.983368,1843300
2021-10-27,416.549988,418.059998,410.549988,410.98999,406.436707,2067200
2021-10-28,412,414.920013,409.059998,414.820007,410.224304,1444700
2021-10-29,414.019989,415.959991,411.179993,413.350006,408.770569,2061700
2021-11-01,417.070007,418.730011,413.25,416.700012,412.083466,1820800
2021-11-02,415.100006,426.160004,412.790009,423.850006,419.154236,3000800
2021-11-03,423.119995,424,412.559998,417.899994,413.270142,3542400
2021-11-04,414.649994,415.98999,403.029999,408.070007,403.549072,3802300
2021-11-05,411.399994,414.450012,406.100006,407.079987,402.570007,2105600
2021-11-08,409.890015,413.649994,407.959991,408.339996,403.816071,1728400
2021-11-09,406.109985,407.579987,400.059998,405.350006,400.859192,2246900
2021-11-10,402.329987,405.549988,397.25,399.119995,394.698212,2243900
2021-11-11,400.140015,403.76001,398.51001,402.339996,397.882538,1252400
2021-11-12,403,405.100006,399.200012,404.910004,400.424072,1360100
2021-11-15,406,407.339996,403.910004,404.809998,400.325165,1436500
2021-11-16,403.910004,405.839996,399,403.089996,398.624237,1311000
2021-11-17,401.850006,402.649994,391.470001,391.549988,387.212067,2927000
2021-11-18,392.299988,393.920013,385.679993,391.369995,387.034088,1847400
2021-11-19,382.380005,390.23999,381.040009,387.390015,383.098175,2610400
2021-11-22,393.160004,402.48999,390.179993,396.160004,391.771027,3058700
2021-11-23,400.25,406.959991,397.51001,406.339996,401.838226,2402300
2021-11-24,405,407.480011,398.299988,399.190002,394.767426,2186300
2021-11-26,384.480011,391.709991,382.720001,389.390015,385.076019,2687900
2021-11-29,394,396.369995,382.450012,386.540009,382.257599,2883400
2021-11-30,383.529999,386.829987,377.26001,380.98999,376.769073,4570400
2021-12-01,383.820007,390.160004,376.209991,376.480011,374.273804,2476000
2021-12-02,378,389.089996,376.029999,387.540009,385.268982,3343700
2021-12-03,389.880005,389.880005,379.029999,382.730011,380.487183,2807500
2021-12-06,388.670013,393.600006,383.48999,389.299988,387.018646,1990200
2021-12-07,393.579987,401.75,393.059998,400.109985,397.76532,2441000
2021-12-08,401.230011,401.709991,395.140015,397.320007,394.991669,1635200
2021-12-09,395.700012,400.190002,393,396.48999,394.166534,2111500
2021-12-10,398,398.859985,388.660004,391.059998,388.768341,1893800
2021-12-13,391.190002,391.190002,382.660004,384.640015,382.385986,2313300
2021-12-14,383.559998,392.5,383.26001,388.820007,386.541473,2788500
2021-12-15,389.5,391.399994,380.600006,389.910004,387.625092,2802300
2021-12-16,395.130005,399.839996,391.799988,397.369995,395.041382,3578200
2021-12-17,389.209991,393.670013,380.630005,381.799988,379.562592,7058600
2021-12-20,375.519989,375.630005,366.649994,371.609985,369.432312,3735600
2021-12-21,376.429993,382.089996,374.76001,380.320007,378.091309,2942800
2021-12-22,380.420013,384.01001,379.269989,382.329987,380.089508,1487900
2021-12-23,383.790009,387.609985,383.570007,385.040009,382.78363,1624000
2021-12-27,386.98999,389.109985,385,388.040009,385.766052,1430400
2021-12-28,388.929993,391.329987,386.23999,387.609985,385.338562,1528200
2021-12-29,387.970001,389.459991,384.420013,386.200012,383.936859,1327800
2021-12-30,387.75,389.779999,385.200012,385.519989,383.260803,1160100
2021-12-31,385,387,380.839996,382.549988,380.308197,1601300
2022-01-03,389,399.299988,387.339996,395.329987,393.013306,3334300
2022-01-04,402.230011,410.279999,401.179993,407.480011,405.092133,3916400
2022-01-05,409.799988,412.660004,397.890015,398.630005,396.294006,3469600
2022-01-06,401,401.200012,386.429993,396.929993,394.603943,2960900
2022-01-07,397.670013,400.549988,394.529999,397.51001,395.180573,2360700
2022-01-10,401.320007,404.369995,394.220001,399.170013,396.830841,3009400
2022-01-11,400.25,403.339996,396.309998,403.049988,400.68808,1748800
2022-01-12,403.23999,404.119995,388.559998,390.309998,388.022736,4158000
2022-01-13,394.049988,396.869995,389.75,390.799988,388.509857,2497800
2022-01-14,382.130005,384.390015,375,380.940002,378.707672,4685300
2022-01-18,360.040009,361.570007,347.230011,354.399994,352.323181,13123500
2022-01-19,358.339996,359.709991,346.390015,347.320007,345.284668,7426100
2022-01-20,348.899994,357.179993,346.140015,348.100006,346.06012,4599900
2022-01-21,345.540009,348.98999,340.720001,343.910004,341.894653,4904100
2022-01-24,337.320007,344.070007,326.230011,343.390015,341.377716,6569800
2022-01-25,337.859985,342.929993,330.910004,341.549988,339.548462,3959300
2022-01-26,346.600006,350.480011,338.410004,342.679993,340.671844,3745900
2022-01-27,345.670013,348.769989,337.720001,341.029999,339.031525,2573400
2022-01-28,337.730011,347.149994,333.450012,347.01001,344.976501,3714600
2022-01-31,344.600006,355.209991,343.440002,354.679993,352.601532,3312400
2022-02-01,356.130005,364.540009,354.049988,364.059998,361.926575,3303700
2022-02-02,363.5,368.529999,357.829987,363.059998,360.932434,2742400
2022-02-03,362.820007,365.76001,358.160004,358.880005,356.776947,2372900
2022-02-04,362.170013,370.950012,361.019989,367.600006,365.445831,3762300
2022-02-07,365.48999,371.470001,363.350006,368.149994,365.992615,2635600
2022-02-08,371.079987,372.649994,366.25,370.100006,367.931183,3422300
2022-02-09,373,376.279999,370.899994,374.529999,372.335205,2250400
2022-02-10,371.709991,377.399994,368.829987,370.570007,368.398438,2406200
2022-02-11,368.549988,374.899994,360.769989,363.059998,360.932434,3142100
2022-02-14,363.059998,364.290009,357.179993,360.23999,358.128937,2585600
2022-02-15,364.089996,365.890015,361.359985,363.940002,361.807281,1846400
2022-02-16,361.350006,363.019989,356.529999,360.049988,357.940063,2165300
2022-02-17,358.779999,360.959991,347.839996,349.059998,347.014465,3102400
2022-02-18,345.570007,350,343.369995,346.040009,344.012177,2910900
2022-02-22,342.459991,349,341.200012,344.269989,342.252533,2590800
2022-02-23,347.570007,349.26001,339.820007,341.190002,339.190613,2217300
2022-02-24,328.570007,341,326.950012,340.190002,338.196472,4564000
2022-02-25,340.190002,350.700012,340.190002,350.119995,348.068268,2980500
2022-02-28,340.25,343.839996,337.549988,341.290009,339.290009,4243000
2022-03-01,337.399994,338.160004,327.019989,328.200012,328.200012,5631500
2022-03-02,331.600006,338,327.399994,336.380005,336.380005,3469900
2022-03-03,338.869995,341.5,330.130005,333.420013,333.420013,2393700
2022-03-04,327,330.660004,324,329.670013,329.670013,3293100
2022-03-07,326.820007,327.790009,320.850006,321.890015,321.890015,3689900
2022-03-08,322.5,330.559998,318.549988,321.369995,321.369995,3596400
2022-03-09,331.679993,337.470001,330.029999,333.589996,333.589996,3202100
2022-03-10,327.630005,331.839996,324.76001,329.899994,329.899994,2232600
2022-03-11,334.369995,336.609985,326.709991,327,327,2612100
2022-03-14,329.209991,331.619995,322.899994,324.980011,324.980011,2342200
2022-03-15,327.070007,331.899994,324.839996,329.160004,329.160004,2140700
2022-03-16,335.070007,341.329987,334.26001,340.76001,340.76001,3468500
2022-03-17,337.369995,343.600006,334.899994,343.269989,343.269989,2403500
2022-03-18,338.869995,346.769989,337.299988,345.380005,345.380005,5861100
2022-03-21,345.26001,346.299988,337.149994,339,339,3401200
2022-03-22,342.200012,346.23999,340.119995,343.01001,343.01001,2840200
2022-03-23,340,340.829987,335.130005,335.609985,335.609985,2196800
2022-03-24,336.440002,337.5,334.299988,336.230011,336.230011,1943600
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
